tabua,label,grupo,sexo,tipo,idade,qx,lx,ex
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,22,0.000526,992622.8551,60.86
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,23,0.000569,992100.7354,59.89
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,24,0.000616,991536.2301,58.92
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,25,0.000669,990925.4438,57.96
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,26,0.000728,990262.5147,57.0
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,27,0.000764,989541.6036,56.04
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,28,0.000789,988785.5938,55.08
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,29,0.000808,988005.442,54.12
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,30,0.000824,987207.1336,53.17
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,31,0.000834,986393.6749,52.21
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,32,0.000838,985571.0226,51.26
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,33,0.000828,984745.114,50.3
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,34,0.000808,983929.7451,49.34
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,35,0.000789,983134.7298,48.38
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,36,0.000783,982359.0365,47.42
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,37,0.0008,981589.8494,46.46
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,38,0.000837,980804.5775,45.49
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,39,0.000889,979983.6441,44.53
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,40,0.000955,979112.4387,43.57
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,41,0.001029,978177.3863,42.61
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,42,0.00111,977170.8417,41.66
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,43,0.001188,976086.1821,40.7
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,44,0.001268,974926.5917,39.75
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,45,0.001355,973690.3848,38.8
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,46,0.001464,972371.0343,37.85
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,47,0.001615,970947.4831,36.91
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,48,0.001808,969379.403,35.97
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,49,0.002032,967626.765,35.03
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,50,0.002285,965660.5474,34.11
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,51,0.002557,963454.0131,33.18
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,52,0.002828,960990.4611,32.27
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,53,0.003088,958272.7801,31.36
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,54,0.003345,955313.6338,30.46
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,55,0.003616,952118.1097,29.56
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,56,0.003922,948675.2506,28.67
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,57,0.004272,944954.5463,27.78
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,58,0.004681,940917.7004,26.9
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,59,0.005146,936513.2647,26.03
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,60,0.005662,931693.9674,25.16
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,61,0.006237,926418.7162,24.3
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,62,0.006854,920640.6426,23.46
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,63,0.00751,914330.5717,22.62
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,64,0.00822,907463.9491,21.79
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,65,0.009007,900004.5954,20.97
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,66,0.009497,891898.254,20.16
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,67,0.010085,883427.8963,19.35
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,68,0.010787,874518.526,18.55
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,69,0.011625,865085.0946,17.75
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,70,0.012619,855028.4804,16.96
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,71,0.013798,844238.876,16.18
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,72,0.015195,832590.068,15.4
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,73,0.016834,819938.8619,14.64
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,74,0.018733,806136.0111,13.89
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,75,0.020905,791034.6652,13.16
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,76,0.023367,774498.0855,12.44
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,77,0.026155,756400.3888,11.74
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,78,0.029306,736616.7366,11.05
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,79,0.032858,715029.4465,10.39
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,80,0.036927,691535.009,9.74
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,81,0.041703,665998.6957,9.11
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,82,0.046957,638224.5521,8.51
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,83,0.052713,608255.4418,7.93
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,84,0.059148,576192.4727,7.37
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,85,0.066505,542111.8403,6.83
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,86,0.075015,506058.6924,6.32
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,87,0.084823,468096.6996,5.83
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,88,0.095987,428391.3332,5.37
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,89,0.108482,387271.3343,4.94
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,90,0.122214,345259.3654,4.54
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,91,0.136799,303063.8373,4.18
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,92,0.152409,261605.0075,3.84
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,93,0.169078,221734.0499,3.53
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,94,0.186882,184243.7002,3.25
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,95,0.205844,149811.869,2.99
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,96,0.219247,118973.9946,2.77
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,97,0.238612,92889.3032,2.54
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,98,0.258341,70724.8008,2.34
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,99,0.278219,52453.685,2.16
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,100,0.298452,37860.0732,1.99
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,101,0.32361,26560.6587,1.84
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,102,0.344191,17965.3639,1.71
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,103,0.364633,11781.8473,1.61
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,104,0.384783,7485.797,1.54
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,105,0.4,4605.3896,1.5
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,106,0.4,2763.2337,1.5
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,107,0.4,1657.9402,1.5
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,108,0.4,994.7641,1.5
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,109,0.4,596.8585,1.49
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,110,0.4,358.1151,1.49
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,111,0.4,214.8691,1.48
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,112,0.4,128.9214,1.47
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,113,0.4,77.3529,1.46
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,114,0.4,46.4117,1.43
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,115,0.4,27.847,1.38
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,116,0.4,16.7082,1.31
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,117,0.4,10.0249,1.18
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,118,0.4,6.015,0.96
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,119,0.4,3.609,0.6
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,120,1.0,2.1654,0.0
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,121,1.0,0.0,0.0
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,122,1.0,0.0,0.0
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,123,1.0,0.0,0.0
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,124,1.0,0.0,0.0
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,125,1.0,0.0,0.0
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,126,1.0,0.0,0.0
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,127,1.0,0.0,0.0
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,128,1.0,0.0,0.0
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,129,1.0,0.0,0.0
AT2012-Basica-M,AT-2012 Básica (M),Mercado,M,,130,1.0,0.0,0.0
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,0,0.001801,1000000,85.38
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,1,0.00045,998199.0,84.53
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,2,0.000287,997749.8105,83.57
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,3,0.000199,997463.4563,82.6
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,4,0.000152,997264.961,81.61
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,5,0.000139,997113.3768,80.62
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,6,0.00013,996974.778,79.64
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,7,0.000122,996845.1713,78.65
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,8,0.000105,996723.5562,77.66
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,9,9.8e-05,996618.9002,76.66
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,10,9.4e-05,996521.2315,75.67
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,11,9.6e-05,996427.5585,74.68
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,12,0.000105,996331.9015,73.69
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,13,0.00012,996227.2866,72.69
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,14,0.000146,996107.7394,71.7
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,15,0.000174,995962.3076,70.71
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,16,0.000199,995789.0102,69.73
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,17,0.00022,995590.8482,68.74
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,18,0.000234,995371.8182,67.75
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,19,0.000245,995138.9012,66.77
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,20,0.000253,994895.0922,65.79
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,21,0.00026,994643.3837,64.8
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,22,0.000266,994384.7764,63.82
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,23,0.000272,994120.2701,62.84
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,24,0.000275,993849.8694,61.85
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,25,0.000277,993576.5606,60.87
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,26,0.000284,993301.3399,59.89
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,27,0.00029,993019.2424,58.9
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,28,0.0003,992731.2668,57.92
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,29,0.000313,992433.4474,56.94
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,30,0.000333,992122.8157,55.96
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,31,0.000357,991792.4388,54.98
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,32,0.000375,991438.3689,54.0
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,33,0.00039,991066.5795,53.02
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,34,0.000405,990680.0636,52.04
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,35,0.000424,990278.8382,51.06
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,36,0.000447,989858.9599,50.08
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,37,0.000476,989416.493,49.1
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,38,0.000514,988945.5307,48.12
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,39,0.00056,988437.2127,47.15
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,40,0.000613,987883.6879,46.18
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,41,0.000667,987278.1152,45.2
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,42,0.000723,986619.6007,44.23
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,43,0.000774,985906.2747,43.27
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,44,0.000823,985143.1832,42.3
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,45,0.000866,984332.4104,41.33
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,46,0.000917,983479.9785,40.37
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,47,0.000983,982578.1274,39.41
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,48,0.001072,981612.2531,38.45
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,49,0.001168,980559.9648,37.49
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,50,0.00129,979414.6707,36.53
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,51,0.001453,978151.2258,35.58
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,52,0.001622,976729.9721,34.63
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,53,0.001792,975145.7161,33.69
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,54,0.001972,973398.2549,32.75
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,55,0.002166,971478.7136,31.81
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,56,0.002393,969374.4907,30.88
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,57,0.002666,967054.7775,29.96
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,58,0.003,964476.6095,29.04
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,59,0.003393,961583.1797,28.12
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,60,0.003844,958320.5279,27.22
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,61,0.004352,954636.7438,26.32
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,62,0.004899,950482.1647,25.44
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,63,0.005482,945825.7526,24.56
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,64,0.006118,940640.7358,23.7
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,65,0.006829,934885.8958,22.84
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,66,0.007279,928501.56,22.0
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,67,0.007821,921742.9971,21.16
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,68,0.008475,914534.0452,20.33
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,69,0.009234,906783.3691,19.5
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,70,0.010083,898410.1315,18.69
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,71,0.011011,889351.4621,17.88
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,72,0.01203,879558.8132,17.08
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,73,0.013154,868977.7207,16.28
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,74,0.014415,857547.1877,15.5
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,75,0.015869,845185.645,14.73
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,76,0.017555,831773.394,13.96
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,77,0.0195,817171.6121,13.21
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,78,0.021758,801236.7657,12.48
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,79,0.024412,783803.4561,11.75
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,80,0.027579,764669.2461,11.05
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,81,0.031501,743580.433,10.36
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,82,0.036122,720156.9058,9.7
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,83,0.041477,694143.398,9.06
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,84,0.047589,665352.4123,8.45
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,85,0.054441,633688.9564,7.88
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,86,0.061972,599190.2959,7.33
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,87,0.070155,562057.2749,6.81
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,88,0.078963,522626.1468,6.33
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,89,0.088336,481358.0183,5.87
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,90,0.098197,438836.7764,5.44
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,91,0.108323,395744.3215,5.03
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,92,0.119188,352876.1093,4.64
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,93,0.131334,310817.5116,4.27
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,94,0.145521,269996.6046,3.92
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,95,0.162722,230706.4287,3.58
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,96,0.18212,193165.4172,3.28
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,97,0.199661,157986.1314,3.01
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,98,0.217946,126442.4624,2.76
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,99,0.236834,98884.8335,2.53
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,100,0.256357,75465.5428,2.32
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,101,0.283802,56119.4227,2.12
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,102,0.304716,40192.6183,1.96
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,103,0.325819,27945.2844,1.82
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,104,0.346936,18840.1798,1.7
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,105,0.367898,12303.8432,1.6
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,106,0.387607,7777.2839,1.53
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,107,0.4,4762.7542,1.5
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,108,0.4,2857.6525,1.5
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,109,0.4,1714.5915,1.49
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,110,0.4,1028.7549,1.49
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,111,0.4,617.2529,1.48
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,112,0.4,370.3518,1.47
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,113,0.4,222.2111,1.46
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,114,0.4,133.3266,1.43
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,115,0.4,79.996,1.38
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,116,0.4,47.9976,1.31
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,117,0.4,28.7986,1.18
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,118,0.4,17.2791,0.96
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,119,0.4,10.3675,0.6
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,120,1.0,6.2205,0.0
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,121,1.0,0.0,0.0
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,122,1.0,0.0,0.0
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,123,1.0,0.0,0.0
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,124,1.0,0.0,0.0
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,125,1.0,0.0,0.0
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,126,1.0,0.0,0.0
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,127,1.0,0.0,0.0
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,128,1.0,0.0,0.0
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,129,1.0,0.0,0.0
AT2012-Basica-F,AT-2012 Básica (F),Mercado,F,,130,1.0,0.0,0.0
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,5,0.00038,1000000,70.93
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,6,0.000353,999620.0,69.95
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,7,0.000336,999267.1341,68.98
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,8,0.000327,998931.3804,68.0
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,9,0.000324,998604.7298,67.02
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,10,0.000325,998281.1819,66.05
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,11,0.000331,997956.7405,65.07
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,12,0.000338,997626.4168,64.09
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,13,0.000344,997289.2191,63.11
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,14,0.000352,996946.1516,62.13
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,15,0.000361,996595.2266,61.15
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,16,0.00037,996235.4557,60.18
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,17,0.000381,995866.8486,59.2
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,18,0.000392,995487.4233,58.22
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,19,0.000405,995097.1922,57.24
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,20,0.000419,994694.1779,56.27
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,21,0.000435,994277.401,55.29
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,22,0.000453,993844.8903,54.32
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,23,0.000471,993394.6786,53.34
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,24,0.000493,992926.7897,52.37
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,25,0.000515,992437.2768,51.39
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,26,0.000542,991926.1716,50.42
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,27,0.00057,991388.5476,49.44
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,28,0.000602,990823.4561,48.47
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,29,0.000636,990226.9804,47.5
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,30,0.000674,989597.1961,46.53
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,31,0.000717,988930.2075,45.56
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,32,0.000763,988221.1446,44.6
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,33,0.000815,987467.1319,43.63
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,34,0.000872,986662.3461,42.67
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,35,0.000955,985801.9766,41.7
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,36,0.001008,984860.5357,40.74
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,37,0.001073,983867.7963,39.78
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,38,0.001154,982812.1061,38.83
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,39,0.001253,981677.941,37.87
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,40,0.001375,980447.8985,36.92
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,41,0.001522,979099.7826,35.97
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,42,0.001697,977609.5928,35.03
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,43,0.001905,975950.5893,34.08
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,44,0.002147,974091.4034,33.15
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,45,0.002426,972000.0292,32.22
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,46,0.002745,969641.9571,31.3
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,47,0.0031,966980.2899,30.39
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,48,0.003487,963982.651,29.48
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,49,0.003903,960621.2435,28.58
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,50,0.004343,956871.9388,27.7
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,51,0.004804,952716.244,26.82
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,52,0.005283,948139.3951,25.95
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,53,0.005778,943130.3747,25.08
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,54,0.006289,937680.9674,24.23
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,55,0.006812,931783.8918,23.38
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,56,0.007353,925436.5799,22.54
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,57,0.007932,918631.8448,21.71
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,58,0.008577,911345.257,20.88
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,59,0.009315,903528.6487,20.06
AT83-Basica-M,AT-83 Básica (M),Mercado,M,,60,0.010175,895112.2793,19.25
